,Links
Is Cross-lingual Evaluation Only About Cross-lingual?,https://openreview.net/forum?id=-3D06n-Fl0b
A New Framework for Fast Automated Phonological Reconstruction Using Trimmed Alignments and Sound Correspondence Patterns,https://openreview.net/forum?id=i71yOeQ3gh8
Focus on the Target\\u2019s Vocabulary: Masked Label Smoothing for Machine Translation,https://openreview.net/forum?id=3MhV5D3wBqX
Generative Prompt Tuning for Relation Classification,https://openreview.net/forum?id=lILSg7aInVH
Towards Robustness of Text-to-SQL Models Against Natural and Realistic Adversarial Table Perturbation,https://openreview.net/forum?id=-FO8vu1DamB
Evaluating the Text-to-SQL Capabilities of Large Language Models,https://openreview.net/forum?id=lYli-bAuK54
Challenges in Region-Specific Image Captioning: A Deep Learning Approach,https://openreview.net/forum?id=VH-Tl1iDjnd
Towards Automated Real-time Evaluation in Text-based Counseling,https://openreview.net/forum?id=Mt65vKZERbg
Controllable Natural Language Generation with Contrastive Prefixes,https://openreview.net/forum?id=EYGbUXsmW8D
A Weak Self-supervision with Transition-Based Modeling for Reference Resolution,https://openreview.net/forum?id=zO6zGKsaex
RNG-KBQA: Generation Augmented Iterative Ranking for Knowledge Base Question Answering,https://openreview.net/forum?id=xEWyJkPuZlI
A Novel Efficient and Effective Preprocessing Strategy for Text Classification,https://openreview.net/forum?id=9hgG9q3vb5Y
Local Differential Privacy for Privacy-Preserving NLP Tasks,https://openreview.net/forum?id=KviNpJWXn-U
SagDRE: Sequence-Aware Graph-Based Document-Level Relation Extraction with Adaptive Margin Loss,https://openreview.net/forum?id=Vi9Cj61ZGsR
Categorial Grammar Induction as a Compositionality Measure for Understanding the Structure of Emergent Languages,https://openreview.net/forum?id=7MIy2ZKIJbN
Training a Turn-level User Engagingness Predictor for Dialogues with Weak Supervision,https://openreview.net/forum?id=MJfmRtVReXs
Prototypical Verbalizer for Prompt-based Few-shot Tuning,https://openreview.net/forum?id=tSfqsV1EVem
Enhancing Text Generation with Inductive Event Reasoning,https://openreview.net/forum?id=pMxb99mJYZ4
Differentiable Learning of Rules with Constants in Knowledge Graph,https://openreview.net/forum?id=co1IsPpK5rZ
Crossword: Estimating Unknown Embeddings using Cross Attention and Alignment Strategies,https://openreview.net/forum?id=kCbUq8tjwNc
Last to Learn Bias: Analyzing and Mitigating a Shortcut in Question Matching,https://openreview.net/forum?id=peJrpYeuzEA
Understanding Gender Bias in Knowledge Base Embeddings,https://openreview.net/forum?id=mcTbeq0cqBM
Hyperlink-induced Pre-training for Passage Retrieval of Open-domain Question Answering,https://openreview.net/forum?id=5BtSP5Wi7gn
ELLE: Efficient Lifelong Pre-training for Emerging Data,https://openreview.net/forum?id=UF7a5kIdzk
From the Detection of Toxic Spans in Online Discussions to the Analysis of Toxic-to-Civil Transfer,https://openreview.net/forum?id=oeBzdJ6CHfh
When More Data Hurts: A Troubling Quirk in Developing Broad-Coverage Natural Language Understanding Systems,https://openreview.net/forum?id=53F2mLQQj8J
Increasing Entity Linking upper bound through a more effective Candidate Generation System,https://openreview.net/forum?id=gG0lBcnXCQw
Class Embeddings for Improved Out-of-Scope Detection in Intent Classification,https://openreview.net/forum?id=Br6vHcHuXHM
BARCOR: Towards A Unified Framework for Conversational Recommendation,https://openreview.net/forum?id=LsW-6FzpUiW
Effective Token Graph Modeling using a Novel Labeling Strategy for Structured Sentiment Analysis,https://openreview.net/forum?id=UI0P4BMeqqy
N-grammer: Augmenting Transformers with latent  n-grams,https://openreview.net/forum?id=GxjCYmQAody
Phone-ing it in: Towards Flexible Multi-Modal Language Model Training by Phonetic Representations of Data,https://openreview.net/forum?id=cBDrOuONuhl
CodeRetriever: Unimodal and Bimodal Contrastive Learning for Code Search,https://openreview.net/forum?id=Jqxi0yHcghg
Fine-grained video paragraph captioning via exploring object-centered internal and external knowledge,https://openreview.net/forum?id=CVMLX_miq8a
HSC-Rocket: An interactive dialogue assistant to make agents composing service better through human feedback,https://openreview.net/forum?id=tiuszgEsW9
Generating Data to Mitigate Spurious Correlations in Natural Language Inference Datasets,https://openreview.net/forum?id=2XUhQv_e70d
A Meta-Learning Approach for Few-Shot (Dis)Agreement Identification in Online Discussions,https://openreview.net/forum?id=OETeobnKUXL
Visual-Language Navigation Pretraining via Prompt-based Environmental Self-exploration,https://openreview.net/forum?id=5qBpV_gBeM
e-CARE: a New Dataset for Exploring Explainable Causal Reasoning,https://openreview.net/forum?id=VhXA2h9n860
StableMoE: Stable Routing Strategy for Mixture of Experts,https://openreview.net/forum?id=nYMRUKrQV5
Structured Pruning Learns Compact and Accurate Models,https://openreview.net/forum?id=S7bmlbwUV8
Towards Fully Self-Supervised Learning of Knowledge from Unstructured Text,https://openreview.net/forum?id=j6lUruWB7m0
Open Domain Question Answering over Virtual Documents: A Unified Approach for Data and Text,https://openreview.net/forum?id=tKTRPNNc7A3
Rumor Detection on Twitter Through SMOTE+RU Hybrid Top Features Extraction Model using Ensemble Method,https://openreview.net/forum?id=MNvpOScCfJE
GauSE: Gaussian Enhanced Self-Attention for Event Extraction,https://openreview.net/forum?id=uvLxnBf2zx
SHIELD: Defending Textual Neural Networks against Black-Box Adversarial Attacks with Stochastic Multi-Expert Patcher,https://openreview.net/forum?id=tA9LZJLqyKT
OpenKorPOS: Democratizing Korean Tokenization with Voting-Based Open Corpus Annotation,https://openreview.net/forum?id=uRVJ8qwi7aF
CaM-Gen: Causally-aware Guided Text Generation,https://openreview.net/forum?id=3ahgCzy7ASM
Combining Paraphrase Pre-trained Model and Controllable Rules for Unsupervised Sentence Simplification,https://openreview.net/forum?id=Gd-yVeT8P6w
Unsupervised Dependency Graph Network,https://openreview.net/forum?id=yYJhaF4-dZ9
UNICON: Unsupervised Intent Discovery via Semantic-level Contrastive Learning,https://openreview.net/forum?id=-jZkAHbpHlk
UniSAr: A Unified Structure-Aware Autoregressive Language Model for Text-to-SQL,https://openreview.net/forum?id=QWqNTJUZzss
Learning Emotion-Aware Contextual Representations for Emotion-Cause Pair Extraction,https://openreview.net/forum?id=msFpRstzoXt
Temporal Language Modeling for Short Text Document Classification with Transformers,https://openreview.net/forum?id=Okx_NapRIiN
Evaluating Extreme Hierarchical Multi-label Classification,https://openreview.net/forum?id=ePdyvmDcX2
Pinyin-bert: A new solution to Chinese pinyin to character conversion task,https://openreview.net/forum?id=4_SfdRz54k_
"Same Neurons, Different Languages: Probing Morphosyntax in Multilingual Pre-trained Models",https://openreview.net/forum?id=_9uQwEX4Hpb
DAQE: Exploring the Direct Assessment on Word-Level Quality Estimation in Machine Translation,https://openreview.net/forum?id=bfFF04cLumE
On the Use of Entity Embeddings from Pre-Trained Language Models for Knowledge Graph Completion,https://openreview.net/forum?id=36uj9y9UdXS
On a Benefit of Masked Language Model Pretraining: Robustness to Simplicity Bias,https://openreview.net/forum?id=iq4q5zvzMt9
PromptBERT: Improving BERT Sentence Embeddings with Prompts,https://openreview.net/forum?id=7I3KTEhKaAK
Structure Representation Learning by Jointly Learning to Pool and Represent,https://openreview.net/forum?id=u7APnx5qszb
C$^3$KG: A Chinese Commonsense Conversation Knowledge Graph,https://openreview.net/forum?id=U9KwypIe7yU
Compact Token Representations with Contextual Quantization for Efficient Document Re-ranking,https://openreview.net/forum?id=zMcPwwJkBLv
A System to Filter out Unwanted Social Media Content in Real-time on iPhones,https://openreview.net/forum?id=RVHhqfKskfs
Explicit Modeling the Context for Chinese NER,https://openreview.net/forum?id=3c2BHw6EpCj
A Graph Fusion Approach to Cross-Lingual Machine Reading Comprehension,https://openreview.net/forum?id=nqyFGAatdm
MDG: Metaphorical Sentence Detection and Generation with Masked Metaphor Modeling,https://openreview.net/forum?id=mPLmX6RVDT2
Towards Interpretable Math Word Problem Solving with Grounded Linguistic Logic Reasoning,https://openreview.net/forum?id=euGE2v_UZgT
So Different Yet So Alike! Constrained Unsupervised Text Style Transfer,https://openreview.net/forum?id=4SoRR0ov-bn
Pairwise proximity metrics for topic modelling evaluation based on BERT embeddings.,https://openreview.net/forum?id=OF82vVwrRmz
Towards Transparent Interactive Semantic Parsing via Step-by-Step Correction,https://openreview.net/forum?id=1-FanTO4C1H
A Multi-task Event and Argument Trigger Detection in Hindi using POS Tagging as an Auxiliary Task,https://openreview.net/forum?id=m7x3FvidXhA
CBLUE: A Chinese Biomedical Language Understanding EvaluationBenchmark,https://openreview.net/forum?id=ZHJ0kw4Ry77
HADE: Hierarchical Affective Dialog Encoder for Personality Recognition in Conversation,https://openreview.net/forum?id=cpMUiyD9EA
"Hey AI, Can You Solve Complex Tasks by Talking to Agents?",https://openreview.net/forum?id=8UJrIgq1m0j
Dynamic Entity Memory Network for Dialogue Relational Triplet Extraction,https://openreview.net/forum?id=Qs__2rPyrl
A Comparative Study of Pre-trained Encoders for Low-Resource Named Entity Recognition,https://openreview.net/forum?id=tJPQtbiO6jv
Generating Authentic Adversarial Examples beyond Meaning-preserving with Doubly Round-trip Translation,https://openreview.net/forum?id=bLOUrQ0lPo
"\\""Is Whole Word Masking Always Better for Chinese BERT?\\"": Probing on Chinese Grammatical Error Correction",https://openreview.net/forum?id=rZV05s_kWMN
Searching for fingerspelled content in American Sign Language,https://openreview.net/forum?id=WSv53LzVXuH
Zero-Shot Script Parsing,https://openreview.net/forum?id=XpsjwTLMpu
How Good is a Recommender in Machine-Assisted Cross Document Event Coreference Resolution Annotation?,https://openreview.net/forum?id=7KeiCuQtFoo
Coreference Resolution as Span Boundary Alignment,https://openreview.net/forum?id=PJy4IpnU7fW
Learning to Rank Visual Stories From Human Ranking Data,https://openreview.net/forum?id=b8lMsO5YtpR
Towards Job-Transition-Tag Graph for a Better Job Title Representation Learning,https://openreview.net/forum?id=d8xNE_8SsR-
Re-thinking Supertags in Linear Context-free Rewriting Systems for Constituency Parsing,https://openreview.net/forum?id=udaYBjwpU_M
Exploring Low-dimensional Intrinsic Task Subspace via Prompt Tuning,https://openreview.net/forum?id=THsPGQg0Pe4
Program Transfer for Answering Complex Questions over Knowledge Bases,https://openreview.net/forum?id=rn8YIulHv03
Dynamic Schema Graph Fusion Network for Multi-Domain Dialogue State Tracking,https://openreview.net/forum?id=RMYtON1qyul
UserIdentifier: Implicit User Representations for Simple and Effective Personalized Sentiment Analysis,https://openreview.net/forum?id=iMNie7QL81W
Auto-completion for Te Reo M\\u0101ori,https://openreview.net/forum?id=1RPMTJ4c-kk
Can Pre-trained Language Models Interpret Similes as Smart as Human?,https://openreview.net/forum?id=cI1BZrJSZZ
How Well Do Multi-hop Reading Comprehension Models Understand Date Information?,https://openreview.net/forum?id=Ougcw7mdk8u
MRCLens: an MRC Dataset Bias Detection Toolkit,https://openreview.net/forum?id=TFvd4d9YyeA
CREATE: A Benchmark for Chinese Short Video Retrieval and Title Generation,https://openreview.net/forum?id=fcxm95P_xO_
LayoutGCN: A Light-weight Architecture for Virtually Rich Document Understanding,https://openreview.net/forum?id=A9aGzw9NRq
Making Small Language Models Better Few-Shot Learners,https://openreview.net/forum?id=ryDLEZuACp
Shallow Parsing for Nepal Bhasa Complement Clauses,https://openreview.net/forum?id=iZMEydyi6Sy
Perturbation-based Self-supervised Attention for Text Classification,https://openreview.net/forum?id=_WRoowuSImQ
HybriDialogue: An Information-Seeking Dialogue Dataset Grounded on Tabular and Textual Data,https://openreview.net/forum?id=52j93pP1Bgd
Data Augmentation and Learned Layer Aggregation for Improved Multilingual Language Understanding in Dialogue,https://openreview.net/forum?id=xvOljdhEPhc
SalesBot: Transitioning from Chit-Chat to Task-Oriented Dialogues,https://openreview.net/forum?id=0Wky3xP0347
"On the Safety of Conversational Models: Taxonomy, Dataset, and Benchmark",https://openreview.net/forum?id=4kVErnnL_FZ
Improving Paraphrase Generation models with machine translation generated pre-training,https://openreview.net/forum?id=IYnDDdoHCyO
ECSpell$^{UD}$: Zero-shot Domain Adaptive Chinese Spelling Check with User Dictionary,https://openreview.net/forum?id=ihDJ14bJXJO
Human Language Modeling,https://openreview.net/forum?id=5EU8b0dwUrO
Teaching BERT to Wait: Balancing Accuracy and Latency for Streaming Disfluency Detection,https://openreview.net/forum?id=wsyxNOwWtoq
Combining Feature and Instance Attribution to Detect Artifacts,https://openreview.net/forum?id=CluDkNLKjO
Toward Fine-grained Causality Reasoning and CausalQA,https://openreview.net/forum?id=M81iOvVXOYt
Table-based Fact Verification with Self-adaptive Mixture of Experts,https://openreview.net/forum?id=LVqYNHP5tia
Isomorphic Cross-lingual Embeddings for Low-Resource Languages,https://openreview.net/forum?id=WwT4KhJC-5X
Flooding-X: Improving BERT\'s Resistance to Adversarial Attacks via Loss-Restricted Fine-Tuning,https://openreview.net/forum?id=wSlBe6V8V8H
Causal Transformers: Improving the Robustness on Spurious Correlations,https://openreview.net/forum?id=ATRbfIyW6sI
Weight Squeezing: Reparameterization for Knowledge Transfer and Model Compression,https://openreview.net/forum?id=tj967uZdAvb
EIDER: Evidence-enhanced Document-level Relation Extraction,https://openreview.net/forum?id=_5lTEMDR2e1
Automatic Generation of Electromyogram Diagnosis Report: Task and Dataset,https://openreview.net/forum?id=gaAA8pP7Uth
A Simple but Effective Pluggable Entity Lookup Table for Pre-trained Language Models,https://openreview.net/forum?id=pCe_bVWX6D
Logic-Driven Context Extension and Data Augmentation for Logical Reasoning of Text,https://openreview.net/forum?id=R4CpCnrGPGq
Towards Better Citation Intent Classification,https://openreview.net/forum?id=iyuluxX9K9B
A Novel End-to-End CAPT System for L2 Children Learners,https://openreview.net/forum?id=VH79jjJRZ0r
"Synonyms, Antonyms and Beyond",https://openreview.net/forum?id=VXvO80xLGwL
RepAL: A Simple and Plug-and-play Method for Improving Unsupervised Sentence Representations,https://openreview.net/forum?id=xHBcjbi8ifL
A Natural Diet: Towards Improving Naturalness of Machine Translation Output,https://openreview.net/forum?id=wuDKkpRntb
Investigating the Use of BERT Anchors for Bilingual Lexicon Induction with Minimal Supervision,https://openreview.net/forum?id=iK_5-G6vjeR
Effective Unsupervised Constrained Text Generation based on Perturbed Masking,https://openreview.net/forum?id=vaZwkmlS2aA
Improving Equation Set Problems with Label Augmentation,https://openreview.net/forum?id=Zl9PyU7Li2K
A Generative Language Model for Few-shot Aspect-Based Sentiment Analysis,https://openreview.net/forum?id=3cdnseDIyZP
DocEE: A Large-Scale and Fine-grained Benchmark for Document-level Event Extraction,https://openreview.net/forum?id=bC5NiJmbK2
Question Generation for Reading Comprehension Assessment by Modeling How and What to Ask,https://openreview.net/forum?id=-HfxetxCkWu
Incremental Topic Modeling for Scientific Trend Topics Extraction,https://openreview.net/forum?id=uSlGVF68c0w
MarCQAp: Effective Context Modeling for Conversational Question Answering,https://openreview.net/forum?id=OnBVDG_Ceau
Dual-space Hierarchical Learning for Goal-guided Conversational Recommendation,https://openreview.net/forum?id=aoxXIGWZBdK
Improving Multimodal Speech Recognition by Data Augmentation and Speech Representations,https://openreview.net/forum?id=gHwU02F1sVU
"ViQuAE, a Dataset for Knowledge-based Visual Question Answering about Named Entities",https://openreview.net/forum?id=4YjpGcrcGy_
BanglaBERT: Language Model Pretraining and Benchmarks for Low-Resource Language Understanding Evaluation in Bangla,https://openreview.net/forum?id=d61NGy9bquC
Accurate Online Posterior Alignments for Principled Lexically-Constrained Decoding,https://openreview.net/forum?id=i6XKizCSIH3
First the worst: Finding better gender translations during beam search,https://openreview.net/forum?id=r_3-SmfScsJ
Co-VQA : Answering by Interactive Sub Question Sequence,https://openreview.net/forum?id=8s9M2_HIF-j
Few-Shot Knowledge Graph Completion with Data Fusion and Augmentation,https://openreview.net/forum?id=HmJwrqjMZo
Improving GPT-3 after deployment with a dynamic memory of feedback,https://openreview.net/forum?id=6DBkg64mzt6
Exploiting Dialogue Act for Knowledge Selection and Response Generation,https://openreview.net/forum?id=0P3TLWoQwVF
Interpreting the Robustness of Neural NLP Models to Textual Perturbations,https://openreview.net/forum?id=ONfJZSIkLli
Distantly Supervised Named Entity Recognition with Category-Oriented Confidence Calibration,https://openreview.net/forum?id=DZItcXicrj2
Unified Speech-Text Pre-training for Speech Translation and Recognition,https://openreview.net/forum?id=lE6T0rKl5Jg
Temporal Knowledge-Aware Image Captioning,https://openreview.net/forum?id=K3YndUcwA6u
Weakly Supervised Medical Entity Extraction and Linking for Chief Complaints,https://openreview.net/forum?id=xHoPdGc_15A
A Feasibility Study of Answer-Unaware Question Generation for Education,https://openreview.net/forum?id=Zw1MoehqT4G
"Detection, Disambiguation, Re-ranking: Autoregressive Entity Linking as a Multi-Task Problem",https://openreview.net/forum?id=yddkHhsdsVB
Emotion analysis and detection during COVID-19,https://openreview.net/forum?id=XaOlkixwPHf
It is AI\\u2019s Turn to Ask Human a Question: Question and Answer Pair Generation for Children Storybooks in FairytaleQA Dataset,https://openreview.net/forum?id=kKUWbb_gzI0
QA Domain Adaptation using Data Augmentation and Contrastive Adaptation,https://openreview.net/forum?id=xfh3zrizcN
gaBERT \\u2014 an Irish Language Model,https://openreview.net/forum?id=HhKMJUQeCNC
Square One Bias in NLP: Towards a Multi-Dimensional Exploration of the Research Manifold,https://openreview.net/forum?id=3UIumdQkvm
Graph Pre-training for AMR Parsing and Generation,https://openreview.net/forum?id=zFRVC8BmVv_
Augmenting Document Representations for Dense Retrieval with Interpolation and Perturbation,https://openreview.net/forum?id=AgGygsClU1a
Substructure Distribution Projection for Zero-Shot Cross-Lingual Dependency Parsing,https://openreview.net/forum?id=qlX6yLrqTYS
Progressive Down-Sampling for Acoustic Encoding,https://openreview.net/forum?id=-uNpc9fl74A
Understanding and Finding Errors in QA software,https://openreview.net/forum?id=d4a9I4kFSUJ
Breaking Down Multilingual Machine Translation,https://openreview.net/forum?id=YMfgU0dqKC
Invariant Language Modeling,https://openreview.net/forum?id=iAG3ldh1T8g
Fill-in-the-Blank: A Challenging Video Understanding Evaluation Framework,https://openreview.net/forum?id=3-j2OM7ASnl
Co-training an Unsupervised Constituency Parser with Weak Supervision,https://openreview.net/forum?id=Csja6OkI5l
Fast and Accurate Transformer-based Translation with Character-Level Encoding and Subword-Level Decoding,https://openreview.net/forum?id=Pub71Mvl87Q
A Multi-Document Coverage Reward for RELAXed Multi-Document Summarization,https://openreview.net/forum?id=pc04S6OK8To
"As Little as Possible, as Much as Necessary: Detecting Over- and Undertranslations with Contrastive Conditioning",https://openreview.net/forum?id=txfPhtRZ_SW
On Systematic Style Differences between Unsupervised and Supervised MT and an Application for High-Resource Machine Translation,https://openreview.net/forum?id=mRUrRIL-jXh
Speciesist Language and Nonhuman Animal Bias in English Masked Language Models,https://openreview.net/forum?id=dfqMpjZOgv4
A Multilingual Bag-of-Entities Model for Zero-Shot Cross-Lingual Text Classification,https://openreview.net/forum?id=ntyxtDSQ-hU
A Flexible Multi-Task Model for BERT Serving,https://openreview.net/forum?id=vtc07eXMLZP
Entity-Conditioned Question Generation for Robust Attention Distribution in Neural Information Retrieval,https://openreview.net/forum?id=dEDH-_vQ2Wb
Fine-grained Category Discovery under Coarse-grained supervision with Hierarchical Weighted Self-contrastive Learning,https://openreview.net/forum?id=irGCnTg9q2Z
MMNet: Multimodal Fusion via Mutual Learning Network for Fake News Detection,https://openreview.net/forum?id=z3KQb-B5Bzr
Leveraging Visual Knowledge in Language Tasks: An Empirical Study on Intermediate Pre-training for Cross-Modal Knowledge Transfer,https://openreview.net/forum?id=0bHsWnmtIA-
CST5: Data augmentation for Code-Switched Semantic Parsing,https://openreview.net/forum?id=qAQCOo3IeRB
Semantic Matching from Different Perspectives,https://openreview.net/forum?id=hzUTdaSmnzL
Coloring the Blank Slate: Pre-training Imparts a Hierarchical Inductive Bias to Sequence-to-sequence Models,https://openreview.net/forum?id=Jpl3hYq2CItW
On Event Detection in Scientific Papers: A Multi-Domain Dataset,https://openreview.net/forum?id=DUxzXsO8qRl
LAGr: Label Aligned Graphs for Better Systematic Generalization in Semantic Parsing,https://openreview.net/forum?id=WtK3-ws0P3_
Question Answering Infused Pre-training of General-Purpose Contextualized Representations,https://openreview.net/forum?id=WmU4nT2Avy-
Learning to learn STEM courses,https://openreview.net/forum?id=J1LYyKnaDjm
PALBERT: Teaching ALBERT to Ponder,https://openreview.net/forum?id=Euk0_paHyqD
IndicBART: A Pre-trained Model for Indic Natural Language Generation,https://openreview.net/forum?id=9WuiuIZnLr2
DGMED: A Novel Document-Level Graph Convolution Network for Multi-Event Detection,https://openreview.net/forum?id=qlQiLrEpFMR
Sequence-to-Sequence Knowledge Graph Completion and Question Answering,https://openreview.net/forum?id=-IqgviHAGoh
Investigating Logic Tensor Networks for Neural-Symbolic Argument Mining,https://openreview.net/forum?id=4nd6limglou
SuperShaper: Task-Agnostic Super Pre-training of BERT Models with Variable Hidden Dimensions,https://openreview.net/forum?id=jpofcOlD3IA
Tailor: Generating and Perturbing Text with Semantic Controls,https://openreview.net/forum?id=SWPpMOxvAuh
BORT: Back and Denoising Reconstruction for End-to-End Task-Oriented Dialog,https://openreview.net/forum?id=QSjmoOagk-x
Guiding Topic Flows in the Generative Chatbot by Enhancing the ConceptNet with the Conversation Corpora,https://openreview.net/forum?id=1ZoG-0y2X5b
We need to talk about random seeds,https://openreview.net/forum?id=0GzHjrL4Vq0
NSP-BERT: A Prompt-based Zero-Shot Learner Through an Original Pre-training Task \\u2014\\u2014 Next Sentence Prediction,https://openreview.net/forum?id=uTBMXdimtr1
QuoteR: A Benchmark of Quote Recommendation for Writing,https://openreview.net/forum?id=66j5tGK1qI6
Identifying Corporate Credit Risk Sentiments from Financial News,https://openreview.net/forum?id=YZJl7bQkPAo
Multi-Party Empathetic Dialogue Generation: A New Task for Dialog Systems,https://openreview.net/forum?id=pheR28vOKmF
Few-shot Named Entity Recognition with Joint Token and Sentence Awareness,https://openreview.net/forum?id=CvGtHdgukK
DAML: Chinese Named Entity Recognition with a fusion method of data-augmentation and meta-learning,https://openreview.net/forum?id=N-DZvl4bQsO
On the Importance of Data Size in Probing Fine-tuned Models,https://openreview.net/forum?id=lDP5HjvqdQp
Delving Deep into Extractive Question Answering Data,https://openreview.net/forum?id=mgu6JpUzgD
Global Responses to the COVID-19 Pandemic: A Case Study of Spatiotemporal Evidence Finding and Verification,https://openreview.net/forum?id=8BfBSWeCqV1
An Information Theoretic Measurement of Topical Relevance in Learner Essays,https://openreview.net/forum?id=wlYe7xVDxLI
On the Difficulties of using NLP for Language Revitalization,https://openreview.net/forum?id=r8bh3ODovuK
Night Owls and Majestic Whales: Modeling Metaphor Comprehension as a Rational Speech Act over Vector Representations of Lexical Semantics,https://openreview.net/forum?id=_LBgoXPUoWO
ATOGAN:Adaptive Training Objective Generative Adversarial Network for Cross-lingual Word Alignment in Non-Isomorphic Embedding Spaces,https://openreview.net/forum?id=5KvP-wQF7iT
Unsupervised Multi-Granularity Summarization,https://openreview.net/forum?id=6de5DZ8nl_R
Boundary Smoothing for Named Entity Recognition,https://openreview.net/forum?id=NrwVVLkuiG_
Speaker Profiling in Multi-party Conversations,https://openreview.net/forum?id=iozkB44VlOl
Layout-Aware Neural Model for Resolving Hierarchical Table Structure,https://openreview.net/forum?id=B393CzcykVJ
Sentence-level Privacy for Document Embeddings,https://openreview.net/forum?id=g1cXuI-yxp7
Meta Learning for Code Summarization,https://openreview.net/forum?id=Sm8-5PzKW0
Things not Written in Text: Exploring Spatial Commonsense from Visual Signals,https://openreview.net/forum?id=QFVMJKfsX6g
SAMBERT: Improve Aspect Sentiment Triplet Extraction by Segmenting the Attention Maps of BERT,https://openreview.net/forum?id=Z9vIuaFlIXx
TransSGAN: GAN based semi-superivsed learning for text classification with Transformer Encoder,https://openreview.net/forum?id=8Uat0t77qX_
Unsupervised Preference-Aware Language Identification,https://openreview.net/forum?id=_pois-tbnOd
Perturbations in the Wild: Leveraging Human-Written Text Perturbations for Realistic Adversarial Attack and Defense,https://openreview.net/forum?id=zd1Rjg880vp
"When classifying grammatical role, BERT doesn\'t care about word order... except when it matters",https://openreview.net/forum?id=nB4zLyclbom
Improving Robustness of Language Models from a Geometry-aware Perspective,https://openreview.net/forum?id=IUhTMc9C0Yo
Addressing Resource and Privacy Constraints in Semantic Parsing Through Data Augmentation,https://openreview.net/forum?id=5I681a6DoND
Text Complexity And Linguistic Features: Is The Relationship Multilingual?,https://openreview.net/forum?id=tXc_Wag6Pgy
Augmenting Memory Networks for Rich and Efficient Retrieval in Grounded Dialogue,https://openreview.net/forum?id=IezTlW7ERIm
A Neural Approach to KGQA via SPARQL Silhouette Generation,https://openreview.net/forum?id=SshQlYuME_
Contextual Representation Learning beyond Masked Language Modeling,https://openreview.net/forum?id=KWL_ElhUejN
How do we answer complex questions: Discourse structure of long form answers,https://openreview.net/forum?id=shZUViLG-DS
Heterogeneous-Graph Reasoning and Fine-Grained Aggregation for Fact Checking,https://openreview.net/forum?id=vTP4UpRnlDh
Divide and Denoise: Learning from Noisy Labels in Fine-grained Entity Typing with Cluster-wise Loss Correction,https://openreview.net/forum?id=LJPfn2jgIrW
DAWSON: Data Augmentation using Weak Supervision On Natural Language,https://openreview.net/forum?id=1odAyNZsQ3M
Neighborhood Contrastive Learning for Scientific Document Representations with Citation Embeddings,https://openreview.net/forum?id=-MkjWCca_zN
Disentangled Sequence to Sequence Learning for Compositional Generalization,https://openreview.net/forum?id=ymuJX_0bepq
Multilingual Document-Level Translation Enables Zero-Shot Transfer From Sentences to Documents,https://openreview.net/forum?id=faqlc3D5TV6
Improving Document-level Relation Extraction via Context Guided Mention Integration and Inter-pair Reasoning,https://openreview.net/forum?id=wu3ADZaresn
Integrating Vectorized Lexical Constraints for Neural Machine Translation,https://openreview.net/forum?id=LXyqAJIHBIU
